observation_id,city_id,city_name_en,city_name_es,city_name_local,country_code,country_name_en,country_name_es,continent,region,airport_id,airport_name,airport_name_es,iata,icao,airport_latitude,airport_longitude,airport_type,annual_passengers_m,passenger_year,primary_airport,service_pattern,tower_id,tower_name,tower_name_es,tower_latitude,tower_longitude,height_m,height_basis,tower_type,completed_year,mode,co_tallest,confidence,selection_reason_en,selection_reason_es,distance_m,distance_km,source_ids,reviewed_at
city-q48278--ourairports-6132--iconic--wikidata-q3057904,city-q48278,Medellín,Medellín,Medellín,CO,Colombia,Colombia,South America,South America,ourairports-6132,Enrique Olaya Herrera Airport,Enrique Olaya Herrera Airport,EOH,SKMD,6.219686,-75.590597,medium_airport,1.317319,2022,false,year_round,wikidata-q3057904,Coltejer Building,Coltejer Building,6.250136,-75.566067,175,structural_tip,vertical_landmark,1972,iconic,false,high,Coltejer Building is the selected vertical landmark most strongly associated with Medellín.,Coltejer Building es el hito vertical seleccionado con mayor asociación a Medellín.,4325.327669526337,4.325327669526336,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q3057904,2026-09-16
city-q8692--ourairports-4001--iconic--wikidata-q3121267,city-q8692,Bilbao,Bilbao,Bilbao,ES,Spain,España,Europe,Southern Europe,ourairports-4001,Bilbao Airport,Bilbao Airport,BIO,LEBB,43.301102,-2.91061,large_airport,7.062681,2025,true,year_round,wikidata-q3121267,Iberdrola Tower,Iberdrola Tower,43.2675,-2.938611111,165,structural_tip,building_or_freestanding_tower,2012,iconic,false,high,Iberdrola Tower is the selected vertical landmark most strongly associated with Bilbao.,Iberdrola Tower es el hito vertical seleccionado con mayor asociación a Bilbao.,4370.50370595062,4.37050370595062,ourairports-2026-09-14;aena-2025-annual-traffic;wikidata-q3121267,2026-09-16
city-q1963--ourairports-3249--iconic--wikidata-q553923,city-q1963,Khartoum,Jartum,Khartoum,SD,Sudan,Sudán,Africa,Northern Africa,ourairports-3249,Khartoum International Airport,Khartoum International Airport,KRT,HSSK,15.5895,32.5532,large_airport,3.492097,2017,true,year_round,wikidata-q553923,Corinthia Hotel Khartoum,Corinthia Hotel Khartoum,15.606667,32.513611,85,structural_tip,building_or_freestanding_tower,2008,iconic,false,high,Corinthia Hotel Khartoum is the selected vertical landmark most strongly associated with Khartoum.,Corinthia Hotel Khartoum es el hito vertical seleccionado con mayor asociación a Jartum.,4651.3342393913845,4.651334239391384,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q553923;maeg-corinthia,2026-09-16
city-q49550--ourairports-4021--iconic--wikidata-q11920552,city-q49550,Mahón,Mahón,Mahón,ES,Spain,España,Europe,Southern Europe,ourairports-4021,Menorca Airport,Menorca Airport,MAH,LEMH,39.862598,4.21865,large_airport,4.210152,2025,true,year_round,wikidata-q11920552,Santa Maria de Maó,Santa Maria de Maó,39.8895,4.26468,50,structural_tip,vertical_landmark,1748,iconic,false,high,Santa Maria de Maó is the selected vertical landmark most strongly associated with Mahón.,Santa Maria de Maó es el hito vertical seleccionado con mayor asociación a Mahón.,4942.488695518757,4.942488695518756,ourairports-2026-09-14;aena-2025-annual-traffic;wikidata-q11920552,2026-09-16
city-q23661--ourairports-5063--iconic--wikidata-q10323215,city-q23661,Wellington,Wellington,Wellington,NZ,New Zealand,Nueva Zelanda,Oceania,Australia and New Zealand,ourairports-5063,Wellington International Airport,Wellington International Airport,WLG,NZWN,-41.326839,174.806862,large_airport,3.770321,2021,true,year_round,wikidata-q10323215,Majestic Centre,Majestic Centre,-41.2884,174.774,116,structural_tip,building_or_freestanding_tower,1991,iconic,false,high,Majestic Centre is the selected vertical landmark most strongly associated with Wellington.,Majestic Centre es el hito vertical seleccionado con mayor asociación a Wellington.,5079.1609411672825,5.079160941167283,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q10323215;engineering-nz-majestic,2026-09-16
city-q647543--ourairports-3082--iconic--wikidata-q47003633,city-q647543,Arrecife,Arrecife,Arrecife,ES,Spain,España,Europe,Southern Europe,ourairports-3082,César Manrique-Lanzarote Airport,César Manrique-Lanzarote Airport,ACE,GCRR,28.945499,-13.6052,large_airport,8.920901,2025,true,year_round,wikidata-q47003633,Gran Hotel,Gran Hotel,28.9576,-13.55459,50,structural_tip,building_or_freestanding_tower,1900,iconic,false,high,Gran Hotel is the selected vertical landmark most strongly associated with Arrecife.,Gran Hotel es el hito vertical seleccionado con mayor asociación a Arrecife.,5112.735357168905,5.112735357168905,ourairports-2026-09-14;aena-2025-annual-traffic;wikidata-q47003633,2026-09-16
city-q3889--ourairports-2975--iconic--wikidata-q10270271,city-q3889,Maputo,Maputo,Maputo,MZ,Mozambique,Mozambique,Africa,Eastern Africa,ourairports-2975,Maputo Airport,Maputo Airport,MPM,FQMA,-25.920799,32.572601,large_airport,0.59,2021,true,year_round,wikidata-q10270271,Maputo City Hall,Maputo City Hall,-25.968167,32.573801,50,structural_tip,vertical_landmark,1947,iconic,false,high,Maputo City Hall is the selected vertical landmark most strongly associated with Maputo.,Maputo City Hall es el hito vertical seleccionado con mayor asociación a Maputo.,5249.141731499759,5.249141731499759,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q10270271,2026-09-16
city-q24013882--ourairports-3077--iconic--curated-nuestra-senora-del-rosario-pdr,city-q24013882,Puerto del Rosario,Puerto del Rosario,Puerto del Rosario,ES,Spain,España,Europe,Southern Europe,ourairports-3077,Fuerteventura Airport,Fuerteventura Airport,FUE,GCFV,28.4527,-13.8638,large_airport,6.886935,2025,true,year_round,curated-nuestra-senora-del-rosario-pdr,Nuestra Señora del Rosario church tower,Torre de la iglesia de Nuestra Señora del Rosario,28.50042,-13.86213,20,structural_tip,church_tower,1824,iconic,false,high,Nuestra Señora del Rosario church tower was selected as the permanent vertical landmark most strongly associated with Puerto del Rosario.,Torre de la iglesia de Nuestra Señora del Rosario se seleccionó como el hito vertical permanente con mayor asociación a Puerto del Rosario.,5291.200784618964,5.2912007846189635,ourairports-2026-09-14;aena-2025-annual-traffic;source-curated-nuestra-senora-del-rosario-pdr,2026-09-16
city-q1486--ourairports-5771--iconic--wikidata-q831389,city-q1486,Buenos Aires,Buenos Aires,Buenos Aires,AR,Argentina,Argentina,South America,South America,ourairports-5771,Aeroparque Jorge Newbery,Aeroparque Jorge Newbery,AEP,SABE,-34.559419,-58.415536,large_airport,4.518,2021,false,year_round,wikidata-q831389,Obelisco de Buenos Aires,Obelisco de Buenos Aires,-34.60376,-58.38162,67.5,structural_tip,vertical_landmark,1936,iconic,false,high,Obelisco de Buenos Aires is the selected vertical landmark most strongly associated with Buenos Aires.,Obelisco de Buenos Aires es el hito vertical seleccionado con mayor asociación a Buenos Aires.,5820.540794247065,5.820540794247065,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q831389,2026-09-16
city-q34370--ourairports-2524--iconic--wikidata-q969215,city-q34370,Rotterdam,Róterdam,Rotterdam,NL,Netherlands,Países Bajos,Europe,Western Europe,ourairports-2524,Rotterdam The Hague Airport,Rotterdam The Hague Airport,RTM,EHRD,51.956902,4.43722,large_airport,2.133708,2022,true,year_round,wikidata-q969215,Euromast,Euromast,51.905388888888886,4.466583333333333,184.5,structural_tip,building_or_freestanding_tower,1960,iconic,false,high,Euromast is the selected vertical landmark most strongly associated with Rotterdam.,Euromast es el hito vertical seleccionado con mayor asociación a Róterdam.,6077.100159763375,6.077100159763375,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q969215,2026-09-16
city-q18094--ourairports-5453--iconic--wikidata-q448450,city-q18094,Honolulu,Honolulú,Honolulu,US,United States,Estados Unidos,Oceania,Polynesia,ourairports-5453,Daniel K. Inouye International Airport,Daniel K. Inouye International Airport,HNL,PHNL,21.318387,-157.92567,large_airport,21.188678,2023,true,year_round,wikidata-q448450,Aloha Tower,Aloha Tower,21.307083,-157.865972,56,structural_tip,vertical_landmark,1926,iconic,false,high,Aloha Tower is the selected vertical landmark most strongly associated with Honolulu.,Aloha Tower es el hito vertical seleccionado con mayor asociación a Honolulú.,6318.994417342371,6.318994417342371,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q448450,2026-09-16
city-q433632--ourairports-3080--iconic--wikidata-q5637893,city-q433632,Santa Cruz de La Palma,Santa Cruz de La Palma,Santa Cruz de La Palma,ES,Spain,España,Europe,Southern Europe,ourairports-3080,La Palma Airport,La Palma Airport,SPC,GCLA,28.626499,-17.7556,medium_airport,1.533355,2025,true,year_round,wikidata-q5637893,El Salvador church tower,Torre de la iglesia de El Salvador,28.683612,-17.764942,25,structural_tip,church_tower,1580,iconic,false,high,El Salvador church tower was selected as the permanent vertical landmark most strongly associated with Santa Cruz de La Palma.,Torre de la iglesia de El Salvador se seleccionó como el hito vertical permanente con mayor asociación a Santa Cruz de La Palma.,6395.384641209361,6.395384641209361,ourairports-2026-09-14;aena-2025-annual-traffic;wikidata-q5637893,2026-09-16
city-q3624--ourairports-3157--iconic--wikidata-q27857526,city-q3624,Addis Ababa,Adís Abeba,Addis Ababa,ET,Ethiopia,Etiopía,Africa,Eastern Africa,ourairports-3157,Addis Ababa Bole International Airport,Addis Ababa Bole International Airport,ADD,HAAB,8.97789,38.799301,large_airport,13.134076,2025,true,year_round,wikidata-q27857526,Commercial Bank of Ethiopia Headquarters,Commercial Bank of Ethiopia Headquarters,9.0165513,38.7543284,209.15,structural_tip,vertical_landmark,1900,iconic,false,high,Commercial Bank of Ethiopia Headquarters is the selected vertical landmark most strongly associated with Addis Ababa.,Commercial Bank of Ethiopia Headquarters es el hito vertical seleccionado con mayor asociación a Adís Abeba.,6537.467467436124,6.537467467436124,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q27857526;cbe-anniversary,2026-09-16
city-q473914--ourairports-4013--iconic--wikidata-q2942557,city-q473914,Ibiza,Ibiza,Ibiza,ES,Spain,España,Europe,Southern Europe,ourairports-4013,Ibiza Airport,Ibiza Airport,IBZ,LEIB,38.872898,1.37312,large_airport,9.138224,2025,true,year_round,wikidata-q2942557,Ibiza Cathedral,Ibiza Cathedral,38.90666667,1.43666667,50,structural_tip,building_or_freestanding_tower,1201,iconic,false,high,Ibiza Cathedral is the selected vertical landmark most strongly associated with Ibiza.,Ibiza Cathedral es el hito vertical seleccionado con mayor asociación a Ibiza.,6667.107928709612,6.667107928709612,ourairports-2026-09-14;aena-2025-annual-traffic;wikidata-q2942557,2026-09-16
city-q16556--ourairports-3772--iconic--wikidata-q7989806,city-q16556,Phoenix,Phoenix,Phoenix,US,United States,Estados Unidos,North America,Northern America,ourairports-3772,Phoenix Sky Harbor International Airport,Phoenix Sky Harbor International Airport,PHX,KPHX,33.435302,-112.005905,large_airport,51.618649,2025,true,year_round,wikidata-q7989806,Westward Ho tower,Torre Westward Ho,33.454972,-112.073839,63,structural_tip,building,1928,iconic,false,high,Westward Ho tower was selected as the permanent vertical landmark most strongly associated with Phoenix.,Torre Westward Ho se seleccionó como el hito vertical permanente con mayor asociación a Phoenix.,6682.720687983814,6.682720687983814,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q7989806,2026-09-16
city-q8678--ourairports-5967--iconic--wikidata-q79961,city-q8678,Rio de Janeiro,Río de Janeiro,Rio de Janeiro,BR,Brazil,Brasil,South America,South America,ourairports-5967,Santos Dumont Airport,Santos Dumont Airport,SDU,SBRJ,-22.910397,-43.16282,large_airport,10.187401,2022,false,year_round,wikidata-q79961,Christ the Redeemer,Christ the Redeemer,-22.951915648887244,-43.21046412278801,30.1,structural_tip,vertical_landmark,1931,iconic,false,high,Christ the Redeemer is the selected vertical landmark most strongly associated with Rio de Janeiro.,Christ the Redeemer es el hito vertical seleccionado con mayor asociación a Río de Janeiro.,6710.0037784025,6.7100037784025,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q79961,2026-09-16
city-q3572--ourairports-2133--iconic--curated-habib-bourguiba-clock,city-q3572,Tunis,Túnez,Tunis,TN,Tunisia,Túnez,Africa,Northern Africa,ourairports-2133,Tunis Carthage International Airport,Tunis Carthage International Airport,TUN,DTTA,36.851002,10.2272,large_airport,6.441886,2019,true,year_round,curated-habib-bourguiba-clock,Avenue Habib Bourguiba Clock Tower,Torre del Reloj de la avenida Habib Bourguiba,36.79923,10.18673,38,structural_tip,clock_tower,2001,iconic,false,high,Avenue Habib Bourguiba Clock Tower was selected as the permanent vertical landmark most strongly associated with Tunis.,Torre del Reloj de la avenida Habib Bourguiba se seleccionó como el hito vertical permanente con mayor asociación a Túnez.,6785.660125119097,6.785660125119096,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;source-curated-habib-bourguiba-clock,2026-09-16
city-q3761--ourairports-2090--iconic--wikidata-q98410976,city-q3761,Accra,Acra,Accra,GH,Ghana,Ghana,Africa,Western Africa,ourairports-2090,Kotoka International Airport,Kotoka International Airport,ACC,DGAA,5.605189800262451,-0.16678600013256073,large_airport,2.805347,2022,true,year_round,wikidata-q98410976,Black Star Gate,Puerta de la Estrella Negra,5.54901,-0.19286,23,structural_tip,monument,1961,iconic,false,high,Black Star Gate was selected as the permanent vertical landmark most strongly associated with Accra.,Puerta de la Estrella Negra se seleccionó como el hito vertical permanente con mayor asociación a Acra.,6851.458990579576,6.851458990579576,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q98410976,2026-09-16
city-q11194--ourairports-4469--iconic--wikidata-q790278,city-q11194,Sarajevo,Sarajevo,Sarajevo,BA,Bosnia & Herzegovina,Bosnia y Herzegovina,Europe,Southern Europe,ourairports-4469,Sarajevo International Airport,Sarajevo International Airport,SJJ,LQSA,43.8246,18.331499,large_airport,1.377348,2022,true,year_round,wikidata-q790278,Avaz Twist Tower,Avaz Twist Tower,43.860555555556,18.4025,172,structural_tip,vertical_landmark,2008,iconic,false,high,Avaz Twist Tower is the selected vertical landmark most strongly associated with Sarajevo.,Avaz Twist Tower es el hito vertical seleccionado con mayor asociación a Sarajevo.,6968.590995108347,6.968590995108347,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q790278,2026-09-16
city-q5112--ourairports-27096--iconic--wikidata-q2918618,city-q5112,Adelaide,Adelaida,Adelaide,AU,Australia,Australia,Oceania,Australia and New Zealand,ourairports-27096,Adelaide International Airport,Adelaide International Airport,ADL,YPAD,-34.947512,138.533393,large_airport,8.351636,2024,true,year_round,wikidata-q2918618,St Peter's Cathedral,Catedral de San Pedro,-34.91277778,138.59805556,51,structural_tip,church_spire,1901,iconic,false,high,St Peter's Cathedral was selected as the permanent vertical landmark most strongly associated with Adelaide.,Catedral de San Pedro se seleccionó como el hito vertical permanente con mayor asociación a Adelaida.,7053.5347661145515,7.053534766114551,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q2918618,2026-09-16
city-q490--ourairports-4345--iconic--wikidata-q18068,city-q490,Milan,Milán,Milan,IT,Italy,Italia,Europe,Southern Europe,ourairports-4345,Milano Linate Airport,Milano Linate Airport,LIN,LIML,45.445099,9.27674,large_airport,11.131764,2025,false,year_round,wikidata-q18068,Milan Cathedral,Milan Cathedral,45.463968,9.190578,108.5,structural_tip,vertical_landmark,1386,iconic,false,high,Milan Cathedral is the selected vertical landmark most strongly associated with Milan.,Milan Cathedral es el hito vertical seleccionado con mayor asociación a Milán.,7058.40417596805,7.05840417596805,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q18068,2026-09-16
city-q1754--ourairports-2702--iconic--wikidata-q648483,city-q1754,Stockholm,Estocolmo,Stockholm,SE,Sweden,Suecia,Europe,Northern Europe,ourairports-2702,Stockholm-Bromma Airport,Stockholm-Bromma Airport,BMA,ESSB,59.354401,17.9417,medium_airport,1.119102,2022,false,year_round,wikidata-q648483,Stockholm City Hall,Stockholm City Hall,59.3275,18.054722,106,structural_tip,vertical_landmark,1923,iconic,false,high,Stockholm City Hall is the selected vertical landmark most strongly associated with Stockholm.,Stockholm City Hall es el hito vertical seleccionado con mayor asociación a Estocolmo.,7095.544715382746,7.095544715382746,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q648483;stockholm-city-hall-tower,2026-09-16
city-q23768--ourairports-3631--iconic--wikidata-q845846,city-q23768,Las Vegas,Las Vegas,Las Vegas,US,United States,Estados Unidos,North America,Northern America,ourairports-3631,Harry Reid International Airport,Harry Reid International Airport,LAS,KLAS,36.083361,-115.151817,large_airport,54.989185,2025,true,year_round,wikidata-q845846,The STRAT tower,Torre The STRAT,36.147386,-115.155389,350.2,structural_tip,observation_tower,1996,iconic,false,high,The STRAT tower was selected as the permanent vertical landmark most strongly associated with Las Vegas.,Torre The STRAT se seleccionó como el hito vertical permanente con mayor asociación a Las Vegas.,7111.562253870629,7.11156225387063,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q845846,2026-09-16
city-q3551--ourairports-3109--iconic--wikidata-q579331,city-q3551,Rabat,Rabat,Rabat,MA,Morocco,Marruecos,Africa,Northern Africa,ourairports-3109,Rabat-Salé Airport,Rabat-Salé Airport,RBA,GMME,34.051498,-6.75152,large_airport,0.873305,2022,true,year_round,wikidata-q579331,Hassan Tower,Hassan Tower,34.0241,-6.82272,44,structural_tip,building_or_freestanding_tower,1196,iconic,false,high,Hassan Tower is the selected vertical landmark most strongly associated with Rabat.,Hassan Tower es el hito vertical seleccionado con mayor asociación a Rabat.,7243.273783665439,7.243273783665439,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q579331;visit-rabat-hassan,2026-09-16
city-q1489--ourairports-4731--iconic--wikidata-q947870,city-q1489,Mexico City,Ciudad de México,Mexico City,MX,Mexico,México,North America,Central America,ourairports-4731,Mexico City Benito Juárez International Airport,Mexico City Benito Juárez International Airport,MEX,MMMX,19.435822,-99.07033,large_airport,44.605576,2025,true,year_round,wikidata-q947870,Torre Latinoamericana,Torre Latinoamericana,19.433888888889,-99.140555555556,182,structural_tip,vertical_landmark,1956,iconic,false,high,Torre Latinoamericana is the selected vertical landmark most strongly associated with Mexico City.,Torre Latinoamericana es el hito vertical seleccionado con mayor asociación a Ciudad de México.,7377.8740582784085,7.377874058278408,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q947870,2026-09-16
city-q42800--ourairports-5869--iconic--wikidata-q18470509,city-q42800,Belo Horizonte,Belo Horizonte,Belo Horizonte,BR,Brazil,Brasil,South America,South America,ourairports-5869,Pampulha - Carlos Drummond de Andrade Airport,Pampulha - Carlos Drummond de Andrade Airport,PLU,SBBH,-19.85074,-43.950316,medium_airport,0.000025,2021,false,year_round,wikidata-q18470509,Edifício Acaiaca,Edifício Acaiaca,-19.91946,-43.93975,120,structural_tip,building,1943,iconic,false,high,Edifício Acaiaca was selected as the permanent vertical landmark most strongly associated with Belo Horizonte.,Edifício Acaiaca se seleccionó como el hito vertical permanente con mayor asociación a Belo Horizonte.,7687.548801274296,7.687548801274296,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q18470509,2026-09-16
city-q1854--ourairports-26708--iconic--wikidata-q638512,city-q1854,Ho Chi Minh City,Ciudad Ho Chi Minh,Ho Chi Minh City,VN,Vietnam,Vietnam,Asia,South-eastern Asia,ourairports-26708,Tan Son Nhat International Airport,Tan Son Nhat International Airport,SGN,VVTS,10.8188,106.652,large_airport,39.859384,2024,true,year_round,wikidata-q638512,Bitexco Financial Tower,Bitexco Financial Tower,10.771666666667,106.70444444444,265.5,structural_tip,vertical_landmark,2010,iconic,false,high,Bitexco Financial Tower is the selected vertical landmark most strongly associated with Ho Chi Minh City.,Bitexco Financial Tower es el hito vertical seleccionado con mayor asociación a Ciudad Ho Chi Minh.,7750.912434785778,7.750912434785778,ourairports-2026-09-14;wikidata-airport-traffic-2026-09-17;wikidata-q638512,2026-09-16
