observation_id,city_id,city_name_en,city_name_es,city_name_local,country_code,country_name_en,country_name_es,continent,region,airport_id,airport_name,airport_name_es,iata,icao,airport_latitude,airport_longitude,airport_type,primary_airport,service_pattern,tower_id,tower_name,tower_name_es,tower_latitude,tower_longitude,height_m,height_basis,tower_type,completed_year,mode,co_tallest,confidence,selection_reason_en,selection_reason_es,distance_m,distance_km,source_ids,reviewed_at
city-q490--ourairports-4345--iconic--wikidata-q18068,city-q490,Milan,Milán,Milan,IT,Italy,Italia,Europe,Southern Europe,ourairports-4345,Milano Linate Airport,Milano Linate Airport,LIN,LIML,45.445099,9.27674,large_airport,false,year_round,wikidata-q18068,Milan Cathedral,Milan Cathedral,45.463968,9.190578,108.5,structural_tip,vertical_landmark,1386,iconic,false,high,Milan Cathedral is the selected vertical landmark most strongly associated with Milan.,Milan Cathedral es el hito vertical seleccionado con mayor asociación a Milán.,7058.40417596805,7.05840417596805,ourairports-2026-09-14;wikidata-q18068,2026-09-14
city-q1754--ourairports-2702--iconic--wikidata-q648483,city-q1754,Stockholm,Estocolmo,Stockholm,SE,Sweden,Suecia,Europe,Northern Europe,ourairports-2702,Stockholm-Bromma Airport,Stockholm-Bromma Airport,BMA,ESSB,59.354401,17.9417,medium_airport,false,year_round,wikidata-q648483,Stockholm City Hall,Stockholm City Hall,59.3275,18.054722,50,structural_tip,vertical_landmark,1923,iconic,false,high,Stockholm City Hall is the selected vertical landmark most strongly associated with Stockholm.,Stockholm City Hall es el hito vertical seleccionado con mayor asociación a Estocolmo.,7095.544715382746,7.095544715382746,ourairports-2026-09-14;wikidata-q648483,2026-09-14
city-q3551--ourairports-3109--iconic--wikidata-q579331,city-q3551,Rabat,Rabat,Rabat,MA,Morocco,Marruecos,Africa,Northern Africa,ourairports-3109,Rabat-Salé Airport,Rabat-Salé Airport,RBA,GMME,34.051498,-6.75152,large_airport,true,year_round,wikidata-q579331,Hassan Tower,Hassan Tower,34.0241,-6.82272,50,structural_tip,building_or_freestanding_tower,1196,iconic,false,high,Hassan Tower is the selected vertical landmark most strongly associated with Rabat.,Hassan Tower es el hito vertical seleccionado con mayor asociación a Rabat.,7243.273783665439,7.243273783665439,ourairports-2026-09-14;wikidata-q579331,2026-09-14
city-q1489--ourairports-4731--iconic--wikidata-q947870,city-q1489,Mexico City,Ciudad de México,Mexico City,MX,Mexico,México,North America,Central America,ourairports-4731,Mexico City Benito Juárez International Airport,Mexico City Benito Juárez International Airport,MEX,MMMX,19.435822,-99.07033,large_airport,true,year_round,wikidata-q947870,Torre Latinoamericana,Torre Latinoamericana,19.433888888889,-99.140555555556,182,structural_tip,vertical_landmark,1956,iconic,false,high,Torre Latinoamericana is the selected vertical landmark most strongly associated with Mexico City.,Torre Latinoamericana es el hito vertical seleccionado con mayor asociación a Ciudad de México.,7377.8740582784085,7.377874058278408,ourairports-2026-09-14;wikidata-q947870,2026-09-14
city-q1055--ourairports-2214--iconic--wikidata-q648375,city-q1055,Hamburg,Hamburgo,Hamburg,DE,Germany,Alemania,Europe,Western Europe,ourairports-2214,Hamburg Helmut Schmidt Airport,Hamburg Helmut Schmidt Airport,HAM,EDDH,53.630402,9.98823,large_airport,true,year_round,wikidata-q648375,Heinrich Hertz Tower,Heinrich Hertz Tower,53.563056,9.975833,279.2,structural_tip,building_or_freestanding_tower,1900,iconic,false,low,Heinrich Hertz Tower is the selected vertical landmark most strongly associated with Hamburg.,Heinrich Hertz Tower es el hito vertical seleccionado con mayor asociación a Hamburgo.,7540.244857947705,7.540244857947705,ourairports-2026-09-14;wikidata-q648375,2026-09-14
city-q1854--ourairports-26708--iconic--wikidata-q638512,city-q1854,Ho Chi Minh City,Ciudad Ho Chi Minh,Ho Chi Minh City,VN,Vietnam,Vietnam,Asia,South-eastern Asia,ourairports-26708,Tan Son Nhat International Airport,Tan Son Nhat International Airport,SGN,VVTS,10.8188,106.652,large_airport,true,year_round,wikidata-q638512,Bitexco Financial Tower,Bitexco Financial Tower,10.771666666667,106.70444444444,265.5,structural_tip,vertical_landmark,2010,iconic,false,high,Bitexco Financial Tower is the selected vertical landmark most strongly associated with Ho Chi Minh City.,Bitexco Financial Tower es el hito vertical seleccionado con mayor asociación a Ciudad Ho Chi Minh.,7750.912434785778,7.750912434785778,ourairports-2026-09-14;wikidata-q638512,2026-09-14
city-q270--ourairports-2637--iconic--wikidata-q167566,city-q270,Warsaw,Varsovia,Warsaw,PL,Poland,Polonia,Europe,Eastern Europe,ourairports-2637,Warsaw Chopin Airport,Warsaw Chopin Airport,WAW,EPWA,52.165699,20.9671,large_airport,true,year_round,wikidata-q167566,Palace of Culture and Science,Palace of Culture and Science,52.231666666667,21.006388888889,230,structural_tip,vertical_landmark,1955,iconic,false,high,Palace of Culture and Science is the selected vertical landmark most strongly associated with Warsaw.,Palace of Culture and Science es el hito vertical seleccionado con mayor asociación a Varsovia.,7816.410181312452,7.816410181312452,ourairports-2026-09-14;wikidata-q167566,2026-09-14
city-q1070--ourairports-26431--iconic--wikidata-q1070,city-q1070,Ahmedabad,Ahmedabad,Ahmedabad,IN,India,India,Asia,Southern Asia,ourairports-26431,Sardar Vallabh Patel International Airport,Sardar Vallabh Patel International Airport,AMD,VAAH,23.0772,72.634697,large_airport,true,year_round,wikidata-q1070,Ahmedabad,Ahmedabad,23.021944444444443,72.57972222222222,50,structural_tip,building_or_freestanding_tower,1411,iconic,false,high,Ahmedabad is the selected vertical landmark most strongly associated with Ahmedabad.,Ahmedabad es el hito vertical seleccionado con mayor asociación a Ahmedabad.,8317.953331953388,8.317953331953387,ourairports-2026-09-14;wikidata-q1070,2026-09-14
city-q1899--ourairports-6478--iconic--wikidata-q142917,city-q1899,Kyiv,Kiev,Kyiv,UA,Ukraine,Ucrania,Europe,Eastern Europe,ourairports-6478,Igor Sikorsky Kyiv International Airport (Zhuliany),Igor Sikorsky Kyiv International Airport (Zhuliany),IEV,UKKK,50.40194,30.45194,medium_airport,false,year_round,wikidata-q142917,Mother Ukraine Monument,Mother Ukraine Monument,50.4265,30.56311111,62,structural_tip,vertical_landmark,1900,iconic,false,high,Mother Ukraine Monument is the selected vertical landmark most strongly associated with Kyiv.,Mother Ukraine Monument es el hito vertical seleccionado con mayor asociación a Kiev.,8360.755799566408,8.360755799566409,ourairports-2026-09-14;wikidata-q142917,2026-09-14
city-q19660--ourairports-4474--iconic--wikidata-q164150,city-q19660,Bucharest,Bucarest,Bucharest,RO,Romania,Rumanía,Europe,Eastern Europe,ourairports-4474,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest Băneasa Aurel Vlaicu International Airport,BBU,LRBS,44.503133,26.102944,large_airport,false,year_round,wikidata-q164150,Palace of the Parliament,Palace of the Parliament,44.4275,26.0875,84,structural_tip,vertical_landmark,1994,iconic,false,high,Palace of the Parliament is the selected vertical landmark most strongly associated with Bucharest.,Palace of the Parliament es el hito vertical seleccionado con mayor asociación a Bucarest.,8493.82135421455,8.49382135421455,ourairports-2026-09-14;wikidata-q164150,2026-09-14
city-q16557--ourairports-3479--iconic--wikidata-q1248619,city-q16557,Dallas,Dallas,Dallas,US,United States,Estados Unidos,North America,Northern America,ourairports-3479,Dallas Love Field,Dallas Love Field,DAL,KDAL,32.844776,-96.847653,large_airport,false,year_round,wikidata-q1248619,Reunion Tower,Reunion Tower,32.7753,-96.80886,171,structural_tip,vertical_landmark,1978,iconic,false,high,Reunion Tower is the selected vertical landmark most strongly associated with Dallas.,Reunion Tower es el hito vertical seleccionado con mayor asociación a Dallas.,8518.551898032483,8.518551898032483,ourairports-2026-09-14;wikidata-q1248619,2026-09-14
city-q42800--ourairports-5869--iconic--wikidata-q42800,city-q42800,Belo Horizonte,Belo Horizonte,Belo Horizonte,BR,Brazil,Brasil,South America,South America,ourairports-5869,Pampulha - Carlos Drummond de Andrade Airport,Pampulha - Carlos Drummond de Andrade Airport,PLU,SBBH,-19.85074,-43.950316,medium_airport,false,year_round,wikidata-q42800,Belo Horizonte,Belo Horizonte,-19.928055555555556,-43.941944444444445,50,structural_tip,building_or_freestanding_tower,1701,iconic,false,high,Belo Horizonte is the selected vertical landmark most strongly associated with Belo Horizonte.,Belo Horizonte es el hito vertical seleccionado con mayor asociación a Belo Horizonte.,8603.836730128038,8.603836730128037,ourairports-2026-09-14;wikidata-q42800,2026-09-14
city-q1748--ourairports-2542--iconic--wikidata-q1140534,city-q1748,Copenhagen,Copenhague,Copenhagen,DK,Denmark,Dinamarca,Europe,Northern Europe,ourairports-2542,Copenhagen Kastrup Airport,Copenhagen Kastrup Airport,CPH,EKCH,55.617900848389,12.656000137329,large_airport,true,year_round,wikidata-q1140534,Rundetaarn,Rundetaarn,55.68137,12.57579,41.55,structural_tip,building_or_freestanding_tower,1642,iconic,false,high,Rundetaarn is the selected vertical landmark most strongly associated with Copenhagen.,Rundetaarn es el hito vertical seleccionado con mayor asociación a Copenhague.,8685.223657813054,8.685223657813054,ourairports-2026-09-14;wikidata-q1140534,2026-09-14
city-q1761--ourairports-2533--iconic--wikidata-q1134365,city-q1761,Dublin,Dublín,Dublin,IE,Ireland,Irlanda,Europe,Northern Europe,ourairports-2533,Dublin Airport,Dublin Airport,DUB,EIDW,53.428713,-6.262121,large_airport,true,year_round,wikidata-q1134365,Spire of Dublin,Spire of Dublin,53.34972,-6.26028,121.2,structural_tip,vertical_landmark,2003,iconic,false,high,Spire of Dublin is the selected vertical landmark most strongly associated with Dublin.,Spire of Dublin es el hito vertical seleccionado con mayor asociación a Dublín.,8792.267294803374,8.792267294803374,ourairports-2026-09-14;wikidata-q1134365,2026-09-14
city-q3130--ourairports-27145--iconic--wikidata-q827268,city-q3130,Sydney,Sídney,Sydney,AU,Australia,Australia,Oceania,Australia and New Zealand,ourairports-27145,Sydney Kingsford Smith International Airport,Sydney Kingsford Smith International Airport,SYD,YSSY,-33.946098,151.177002,large_airport,true,year_round,wikidata-q827268,Sydney Tower,Sydney Tower,-33.870278,151.208889,306,structural_tip,vertical_landmark,1981,iconic,false,high,Sydney Tower is the selected vertical landmark most strongly associated with Sydney.,Sydney Tower es el hito vertical seleccionado con mayor asociación a Sídney.,8912.075619518746,8.912075619518745,ourairports-2026-09-14;wikidata-q827268,2026-09-14
city-q1354--ourairports-26534--iconic--wikidata-q497536,city-q1354,Dhaka,Daca,Dhaka,BD,Bangladesh,Bangladés,Asia,Southern Asia,ourairports-26534,Hazrat Shahjalal International Airport,Hazrat Shahjalal International Airport,DAC,VGHS,23.843347,90.397783,large_airport,true,year_round,wikidata-q497536,Jatiya Sangsad Bhaban,Jatiya Sangsad Bhaban,23.762222222,90.378611111,155,structural_tip,building_or_freestanding_tower,1982,iconic,false,low,Jatiya Sangsad Bhaban is the selected vertical landmark most strongly associated with Dhaka.,Jatiya Sangsad Bhaban es el hito vertical seleccionado con mayor asociación a Daca.,9194.966318285438,9.194966318285438,ourairports-2026-09-14;wikidata-q497536,2026-09-14
city-q2844--ourairports-5872--iconic--wikidata-q201720,city-q2844,Brasília,Brasilia,Brasília,BR,Brazil,Brasil,South America,South America,ourairports-5872,Presidente Juscelino Kubitschek International Airport,Presidente Juscelino Kubitschek International Airport,BSB,SBBR,-15.869167,-47.920834,large_airport,true,year_round,wikidata-q201720,Cathedral of Brasília,Cathedral of Brasília,-15.798333333333,-47.875555555556,50,structural_tip,vertical_landmark,1970,iconic,false,high,Cathedral of Brasília is the selected vertical landmark most strongly associated with Brasília.,Cathedral of Brasília es el hito vertical seleccionado con mayor asociación a Brasilia.,9217.579860078447,9.217579860078448,ourairports-2026-09-14;wikidata-q201720,2026-09-14
city-q174--ourairports-5974--iconic--wikidata-q169420,city-q174,São Paulo,São Paulo,São Paulo,BR,Brazil,Brasil,South America,South America,ourairports-5974,Congonhas–Deputado Freitas Nobre Airport,Congonhas–Deputado Freitas Nobre Airport,CGH,SBSP,-23.627657,-46.654601,large_airport,false,year_round,wikidata-q169420,Edifício Altino Arantes,Edifício Altino Arantes,-23.54567499999998,-46.63409999999999,161.22,structural_tip,vertical_landmark,1947,iconic,false,high,Edifício Altino Arantes is the selected vertical landmark most strongly associated with São Paulo.,Edifício Altino Arantes es el hito vertical seleccionado con mayor asociación a São Paulo.,9317.720220011595,9.317720220011596,ourairports-2026-09-14;wikidata-q169420,2026-09-14
city-q48344--ourairports-5965--iconic--wikidata-q15975929,city-q48344,Recife,Recife,Recife,BR,Brazil,Brasil,South America,South America,ourairports-5965,Recife/Guararapes - Gilberto Freyre International Airport,Recife/Guararapes - Gilberto Freyre International Airport,REC,SBRF,-8.12747,-34.922961,large_airport,true,year_round,wikidata-q15975929,Malakoff tower,Malakoff tower,-8.0538888888889,-34.880833333333,50,structural_tip,building_or_freestanding_tower,1900,iconic,false,high,Malakoff tower is the selected vertical landmark most strongly associated with Recife.,Malakoff tower es el hito vertical seleccionado con mayor asociación a Recife.,9369.290139816634,9.369290139816634,ourairports-2026-09-14;wikidata-q15975929,2026-09-14
