city_id,airport_id,include,primary_airport,airport_order,service_pattern,qualifying_service_as_of,association_source_id,service_source_id,inclusion_reason_en,inclusion_reason_es,review_status
city-q35765,ourairports-5598,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Osaka.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Osaka.,approved
city-q8660,ourairports-5255,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Karachi.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Karachi.,approved
city-q11725,ourairports-27228,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Chongqing.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Chongqing.,approved
city-q406,ourairports-317457,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Istanbul.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Estambul.,approved
city-q406,ourairports-4569,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Istanbul.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Estambul.,approved
city-q1348,ourairports-26496,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Kolkata.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Calcuta.,approved
city-q1461,ourairports-5689,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Manila.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Manila.,approved
city-q16572,ourairports-27194,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Guangzhou.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Cantón.,approved
city-q11736,ourairports-27192,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Tianjin.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Tianjín.,approved
city-q11739,ourairports-5257,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Lahore.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Lahore.,approved
city-q1355,ourairports-35145,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Bengaluru.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Bangalore.,approved
city-q15174,ourairports-27198,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Shenzhen.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Shenzhen.,approved
city-q1352,ourairports-26618,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Chennai.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Chennai.,approved
city-q3630,ourairports-26835,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Jakarta.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Yakarta.,approved
city-q3630,ourairports-26832,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Jakarta.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Yakarta.,approved
city-q1861,ourairports-28118,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Bangkok.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Bangkok.,approved
city-q1861,ourairports-26638,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Bangkok.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Bangkok.,approved
city-q1361,ourairports-35141,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Hyderabad.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Hyderabad.,approved
city-q8684,ourairports-5653,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Seoul.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Seúl.,approved
city-q8684,ourairports-5656,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Seoul.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Seúl.,approved
city-q11751,ourairports-5576,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Nagoya.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Nagoya.,approved
city-q3616,ourairports-5166,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Tehran.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Teherán.,approved
city-q3616,ourairports-5168,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Tehran.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Teherán.,approved
city-q30002,ourairports-27230,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Chengdu.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Chengdu.,approved
city-q30002,ourairports-342095,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Chengdu.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Chengdu.,approved
city-q16666,ourairports-27221,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Nanjing.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Nankín.,approved
city-q11746,ourairports-27200,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Wuhan.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Wuhan.,approved
city-q1854,ourairports-26708,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Ho Chi Minh City.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Ciudad Ho Chi Minh.,approved
city-q1865,ourairports-26874,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Kuala Lumpur.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Kuala Lumpur.,approved
city-q1865,ourairports-26879,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Kuala Lumpur.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Kuala Lumpur.,approved
city-q5826,ourairports-27205,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Xi'an.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Xi'an.,approved
city-q1070,ourairports-26431,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Ahmedabad.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Ahmedabad.,approved
city-q8646,ourairports-26535,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Hong Kong.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Hong Kong.,approved
city-q334,ourairports-26887,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Singapore.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Singapur.,approved
city-q1530,ourairports-5289,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Baghdad.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Bagdad.,approved
city-q3692,ourairports-5112,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Riyadh.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Riad.,approved
city-q612,ourairports-5235,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Dubai.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Dubái.,approved
city-q612,ourairports-300320,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Dubai.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Dubái.,approved
city-q3861,ourairports-44686,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Doha.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Doha.,approved
city-q35178,ourairports-5220,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Kuwait City.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Ciudad de Kuwait.,approved
city-q1218,ourairports-4411,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Jerusalem.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Jerusalén.,approved
city-q1867,ourairports-5528,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Taipei.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Taipéi.,approved
city-q1867,ourairports-5527,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Taipei.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Taipéi.,approved
city-q84,ourairports-2434,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving London.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Londres.,approved
city-q84,ourairports-2429,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving London.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Londres.,approved
city-q84,ourairports-2476,true,false,3,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving London.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Londres.,approved
city-q84,ourairports-2419,true,false,4,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving London.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Londres.,approved
city-q84,ourairports-2430,true,false,5,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving London.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Londres.,approved
city-q84,ourairports-2435,true,false,6,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving London.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Londres.,approved
city-q90,ourairports-4185,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Paris.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a París.,approved
city-q90,ourairports-4189,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Paris.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a París.,approved
city-q90,ourairports-4169,true,false,3,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Paris.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a París.,approved
city-q2807,ourairports-4019,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Madrid.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Madrid.,approved
city-q1492,ourairports-4004,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Barcelona.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Barcelona.,approved
city-q64,ourairports-301881,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Berlin.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Berlín.,approved
city-q220,ourairports-4372,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Rome.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Roma.,approved
city-q220,ourairports-4370,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Rome.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Roma.,approved
city-q490,ourairports-4340,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Milan.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Milán.,approved
city-q490,ourairports-4345,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Milan.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Milán.,approved
city-q490,ourairports-4341,true,false,3,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Milan.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Milán.,approved
city-q649,ourairports-26396,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Moscow.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Moscú.,approved
city-q649,ourairports-26394,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Moscow.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Moscú.,approved
city-q649,ourairports-26401,true,false,3,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Moscow.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Moscú.,approved
city-q649,ourairports-42967,true,false,4,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Moscow.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Moscú.,approved
city-q656,ourairports-6489,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Saint Petersburg.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a San Petersburgo.,approved
city-q1899,ourairports-6467,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Kyiv.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Kiev.,approved
city-q1899,ourairports-6478,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Kyiv.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Kiev.,approved
city-q270,ourairports-2637,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Warsaw.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Varsovia.,approved
city-q270,ourairports-2622,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Warsaw.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Varsovia.,approved
city-q1085,ourairports-4408,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Prague.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Praga.,approved
city-q1741,ourairports-4434,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Vienna.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Viena.,approved
city-q1781,ourairports-4296,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Budapest.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Budapest.,approved
city-q19660,ourairports-4482,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Bucharest.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Bucarest.,approved
city-q19660,ourairports-4474,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Bucharest.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Bucarest.,approved
city-q203263,ourairports-4251,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Athens.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Atenas.,approved
city-q597,ourairports-4461,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Lisbon.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Lisboa.,approved
city-q36433,ourairports-4459,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Porto.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Oporto.,approved
city-q1761,ourairports-2533,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Dublin.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Dublín.,approved
city-q239,ourairports-2155,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Brussels.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Bruselas.,approved
city-q239,ourairports-2157,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Brussels.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Bruselas.,approved
city-q727,ourairports-2513,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Amsterdam.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Ámsterdam.,approved
city-q34370,ourairports-2524,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Rotterdam.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Róterdam.,approved
city-q1748,ourairports-2542,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Copenhagen.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Copenhague.,approved
city-q1754,ourairports-2701,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Stockholm.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Estocolmo.,approved
city-q1754,ourairports-2702,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Stockholm.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Estocolmo.,approved
city-q585,ourairports-2578,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Oslo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Oslo.,approved
city-q1757,ourairports-2307,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Helsinki.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Helsinki.,approved
city-q72,ourairports-4505,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Zurich.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Zúrich.,approved
city-q1726,ourairports-2218,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Munich.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Múnich.,approved
city-q1794,ourairports-2212,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Frankfurt.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Fráncfort.,approved
city-q1055,ourairports-2214,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Hamburg.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Hamburgo.,approved
city-q365,ourairports-2216,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Cologne.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Colonia.,approved
city-q18125,ourairports-2398,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Manchester.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Mánchester.,approved
city-q2256,ourairports-2389,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Birmingham.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Birmingham.,approved
city-q4093,ourairports-2461,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Glasgow.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Glasgow.,approved
city-q4093,ourairports-2464,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Glasgow.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Glasgow.,approved
city-q23436,ourairports-2462,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Edinburgh.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Edimburgo.,approved
city-q3711,ourairports-4610,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Belgrade.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Belgrado.,approved
city-q1435,ourairports-3993,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Zagreb.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Zagreb.,approved
city-q11194,ourairports-4469,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Sarajevo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Sarajevo.,approved
city-q384,ourairports-4573,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Skopje.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Skopie.,approved
city-q19689,ourairports-3972,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Tirana.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Tirana.,approved
city-q85,ourairports-3183,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Cairo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a El Cairo.,approved
city-q85,ourairports-335334,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Cairo.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a El Cairo.,approved
city-q8673,ourairports-2118,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Lagos.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Lagos.,approved
city-q3838,ourairports-3040,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Kinshasa.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Kinsasa.,approved
city-q34647,ourairports-31055,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Johannesburg.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Johannesburgo.,approved
city-q34647,ourairports-2800,true,false,2,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Johannesburg.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Johannesburgo.,approved
city-q3897,ourairports-2942,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Luanda.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Luanda.,approved
city-q1963,ourairports-3249,true,true,1,year_round,2026-09-14,ourairports-2026-09-14,ourairports-2026-09-14,Scheduled commercial airport conventionally serving Khartoum.,Aeropuerto comercial con servicios regulares que sirve convencionalmente a Jartum.,approved
